value,source,target,sex,year,id
8017.381,"Adverse effects of medical treatment","Complications of medical treatment","female",2013,"inj_medical1"
2.963634,"Assault by firearm","Fracture of neck of femur","female",2013,"inj_homicide_gun1"
3.287957,"Assault by firearm","Complications of medical treatment","female",2013,"inj_homicide_gun2"
.0593761,"Assault by firearm","Dislocation of hip","female",2013,"inj_homicide_gun3"
.0031898,"Assault by firearm","Fracture of sternum or rib(s)","female",2013,"inj_homicide_gun4"
3.591117,"Assault by firearm","Contusion","female",2013,"inj_homicide_gun5"
.4675878,"Assault by firearm","Other injuries of muscle & tendon and other dislocations","female",2013,"inj_homicide_gun6"
.4092556,"Assault by firearm","Injury to eyes (including foreign body eye)","female",2013,"inj_homicide_gun7"
.469682,"Assault by firearm","Fracture of radius or ulna","female",2013,"inj_homicide_gun8"
13.66983,"Assault by firearm","Fracture of vertebral column","female",2013,"inj_homicide_gun9"
3.436782,"Assault by firearm","Moderate to severe traumatic brain injury","female",2013,"inj_homicide_gun10"
.1106152,"Assault by firearm","Fracture of face bone","female",2013,"inj_homicide_gun11"
2.550213,"Assault by firearm","Fracture of skull","female",2013,"inj_homicide_gun12"
4.030934,"Assault by firearm","Multiple significant injuries","female",2013,"inj_homicide_gun13"
.0021613,"Assault by firearm","Non-fatal submersion","female",2013,"inj_homicide_gun14"
5.025763,"Assault by firearm","Spinal cord lesion at neck level","female",2013,"inj_homicide_gun15"
.0395113,"Assault by firearm","Dislocation of knee","female",2013,"inj_homicide_gun16"
.1379999,"Assault by firearm","Crush injury","female",2013,"inj_homicide_gun17"
.9448704,"Assault by firearm","Fracture of foot bone","female",2013,"inj_homicide_gun18"
20.67802,"Assault by firearm","Poisoning","female",2013,"inj_homicide_gun19"
20.67374,"Assault by firearm","Open wound","female",2013,"inj_homicide_gun20"
10.65805,"Assault by firearm","Spinal cord lesion below neck level","female",2013,"inj_homicide_gun21"
1.340464,"Assault by firearm","Minor traumatic brain injury","female",2013,"inj_homicide_gun22"
10.93037,"Assault by firearm","Fracture of patella, tibia, fibula, or ankle","female",2013,"inj_homicide_gun23"
1.302193,"Assault by firearm","Fracture of hand bone","female",2013,"inj_homicide_gun24"
.9429809,"Assault by firearm","Injured nerves","female",2013,"inj_homicide_gun25"
.1579478,"Assault by firearm","Environmental factors (e.g. temperature, pressure, electricity)","female",2013,"inj_homicide_gun26"
4.224197,"Assault by firearm","Fracture of pelvis","female",2013,"inj_homicide_gun27"
.2499661,"Assault by firearm","Burns with <20% total burned surface area","female",2013,"inj_homicide_gun28"
.1155282,"Assault by firearm","Dislocation of shoulder","female",2013,"inj_homicide_gun29"
3.891355,"Assault by firearm","Fracture of femur, other than femoral neck","female",2013,"inj_homicide_gun30"
.0399643,"Assault by firearm","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","female",2013,"inj_homicide_gun31"
.6452544,"Assault by firearm","Severe chest Injury","female",2013,"inj_homicide_gun32"
7.550982,"Assault by firearm","Internal hemorrhage in abdomen or pelvis","female",2013,"inj_homicide_gun33"
.2419846,"Assault by firearm","Fracture of clavicle, scapula, or humerus","female",2013,"inj_homicide_gun34"
.0451373,"Assault by firearm","Amputation of finger (excluding thumb)","female",2013,"inj_homicide_gun35"
1.717005,"Assault by other means","Fracture of face bone","female",2013,"inj_homicide_other1"
61.8025,"Assault by other means","Poisoning","female",2013,"inj_homicide_other2"
13.43677,"Assault by other means","Internal hemorrhage in abdomen or pelvis","female",2013,"inj_homicide_other3"
31.99448,"Assault by other means","Contusion","female",2013,"inj_homicide_other4"
.6921512,"Assault by other means","Crush injury","female",2013,"inj_homicide_other5"
35.26378,"Assault by other means","Fracture of neck of femur","female",2013,"inj_homicide_other6"
27.56497,"Assault by other means","Complications of medical treatment","female",2013,"inj_homicide_other7"
8.288775,"Assault by other means","Burns with <20% total burned surface area","female",2013,"inj_homicide_other8"
2.828613,"Assault by other means","Injured nerves","female",2013,"inj_homicide_other9"
8.726706,"Assault by other means","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","female",2013,"inj_homicide_other10"
104.963,"Assault by other means","Open wound","female",2013,"inj_homicide_other11"
.1595639,"Assault by other means","Dislocation of knee","female",2013,"inj_homicide_other12"
8.958336,"Assault by other means","Fracture of skull","female",2013,"inj_homicide_other13"
1.502363,"Assault by other means","Fracture of sternum or rib(s)","female",2013,"inj_homicide_other14"
27.66401,"Assault by other means","Moderate to severe traumatic brain injury","female",2013,"inj_homicide_other15"
1.220427,"Assault by other means","Fracture of clavicle, scapula, or humerus","female",2013,"inj_homicide_other16"
5.498442,"Assault by other means","Fracture of radius or ulna","female",2013,"inj_homicide_other17"
14.20789,"Assault by other means","Fracture of femur, other than femoral neck","female",2013,"inj_homicide_other18"
7.501256,"Assault by other means","Spinal cord lesion at neck level","female",2013,"inj_homicide_other19"
4.238117,"Assault by other means","Other injuries of muscle & tendon and other dislocations","female",2013,"inj_homicide_other20"
32.1442,"Assault by other means","Fracture of patella, tibia, fibula, or ankle","female",2013,"inj_homicide_other21"
5.638494,"Assault by other means","Fracture of pelvis","female",2013,"inj_homicide_other22"
