value,source,target,sex,year,id
8100.907,"Adverse effects of medical treatment","Complications of medical treatment","male",2013,"inj_medical1"
6.824152,"Assault by firearm","Complications of medical treatment","male",2013,"inj_homicide_gun1"
.3813361,"Assault by firearm","Crush injury","male",2013,"inj_homicide_gun2"
6.763371,"Assault by firearm","Contusion","male",2013,"inj_homicide_gun3"
.0508277,"Assault by firearm","Dislocation of hip","male",2013,"inj_homicide_gun4"
.3042481,"Assault by firearm","Environmental factors (e.g. temperature, pressure, electricity)","male",2013,"inj_homicide_gun5"
11.3306,"Assault by firearm","Fracture of neck of femur","male",2013,"inj_homicide_gun6"
40.23931,"Assault by firearm","Fracture of patella, tibia, fibula, or ankle","male",2013,"inj_homicide_gun7"
36.14875,"Assault by firearm","Open wound","male",2013,"inj_homicide_gun8"
2.807966,"Assault by firearm","Injured nerves","male",2013,"inj_homicide_gun9"
.551666,"Assault by firearm","Fracture of clavicle, scapula, or humerus","male",2013,"inj_homicide_gun10"
8.769921,"Assault by firearm","Multiple significant injuries","male",2013,"inj_homicide_gun11"
6.209712,"Assault by firearm","Fracture of pelvis","male",2013,"inj_homicide_gun12"
.4249841,"Assault by firearm","Burns with <20% total burned surface area","male",2013,"inj_homicide_gun13"
.4916429,"Assault by firearm","Injury to eyes (including foreign body eye)","male",2013,"inj_homicide_gun14"
.1015286,"Assault by firearm","Amputation of finger (excluding thumb)","male",2013,"inj_homicide_gun15"
5.031877,"Assault by firearm","Moderate to severe traumatic brain injury","male",2013,"inj_homicide_gun16"
4.193904,"Assault by firearm","Fracture of radius or ulna","male",2013,"inj_homicide_gun17"
2.758619,"Assault by firearm","Fracture of foot bone","male",2013,"inj_homicide_gun18"
.1861321,"Assault by firearm","Dislocation of shoulder","male",2013,"inj_homicide_gun19"
4.911469,"Assault by firearm","Poisoning","male",2013,"inj_homicide_gun20"
.0112299,"Assault by firearm","Fracture of sternum or rib(s)","male",2013,"inj_homicide_gun21"
27.05484,"Assault by firearm","Fracture of vertebral column","male",2013,"inj_homicide_gun22"
.1369391,"Assault by firearm","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","male",2013,"inj_homicide_gun23"
8.244467,"Assault by firearm","Fracture of skull","male",2013,"inj_homicide_gun24"
28.0474,"Assault by firearm","Internal hemorrhage in abdomen or pelvis","male",2013,"inj_homicide_gun25"
4.311626,"Assault by firearm","Minor traumatic brain injury","male",2013,"inj_homicide_gun26"
13.47809,"Assault by firearm","Fracture of femur, other than femoral neck","male",2013,"inj_homicide_gun27"
2.002718,"Assault by firearm","Severe chest Injury","male",2013,"inj_homicide_gun28"
2.966943,"Assault by firearm","Fracture of hand bone","male",2013,"inj_homicide_gun29"
10.25941,"Assault by firearm","Spinal cord lesion at neck level","male",2013,"inj_homicide_gun30"
.0051769,"Assault by firearm","Non-fatal submersion","male",2013,"inj_homicide_gun31"
26.06375,"Assault by firearm","Spinal cord lesion below neck level","male",2013,"inj_homicide_gun32"
.2892271,"Assault by firearm","Fracture of face bone","male",2013,"inj_homicide_gun33"
.0811155,"Assault by firearm","Dislocation of knee","male",2013,"inj_homicide_gun34"
.8300714,"Assault by firearm","Other injuries of muscle & tendon and other dislocations","male",2013,"inj_homicide_gun35"
38.58303,"Assault by other means","Fracture of hand bone","male",2013,"inj_homicide_other1"
6.290889,"Assault by other means","Injured nerves","male",2013,"inj_homicide_other2"
30.72688,"Assault by other means","Internal hemorrhage in abdomen or pelvis","male",2013,"inj_homicide_other3"
46.3299,"Assault by other means","Contusion","male",2013,"inj_homicide_other4"
39.33529,"Assault by other means","Minor traumatic brain injury","male",2013,"inj_homicide_other5"
.1040119,"Assault by other means","Amputation of finger (excluding thumb)","male",2013,"inj_homicide_other6"
19.38396,"Assault by other means","Spinal cord lesion at neck level","male",2013,"inj_homicide_other7"
172.7167,"Assault by other means","Open wound","male",2013,"inj_homicide_other8"
53.62745,"Assault by other means","Fracture of skull","male",2013,"inj_homicide_other9"
1.057503,"Assault by other means","Dislocation of hip","male",2013,"inj_homicide_other10"
.1983396,"Assault by other means","Dislocation of knee","male",2013,"inj_homicide_other11"
1.216867,"Assault by other means","Crush injury","male",2013,"inj_homicide_other12"
72.32808,"Assault by other means","Moderate to severe traumatic brain injury","male",2013,"inj_homicide_other13"
10.39201,"Assault by other means","Fracture of pelvis","male",2013,"inj_homicide_other14"
2.060129,"Assault by other means","Severe chest Injury","male",2013,"inj_homicide_other15"
9.707782,"Assault by other means","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","male",2013,"inj_homicide_other16"
15.99916,"Assault by other means","Burns with <20% total burned surface area","male",2013,"inj_homicide_other17"
3.68258,"Assault by other means","Injury to eyes (including foreign body eye)","male",2013,"inj_homicide_other18"
28.23238,"Assault by other means","Spinal cord lesion below neck level","male",2013,"inj_homicide_other19"
5.546007,"Assault by other means","Other injuries of muscle & tendon and other dislocations","male",2013,"inj_homicide_other20"
.2472632,"Assault by other means","Non-fatal submersion","male",2013,"inj_homicide_other21"
57.57438,"Assault by other means","Poisoning","male",2013,"inj_homicide_other22"
32.65978,"Assault by other means","Complications of medical treatment","male",2013,"inj_homicide_other23"
4.209718,"Assault by other means","Fracture of foot bone","male",2013,"inj_homicide_other24"
25.76184,"Assault by other means","Fracture of femur, other than femoral neck","male",2013,"inj_homicide_other25"
5.432599,"Assault by other means","Fracture of sternum or rib(s)","male",2013,"inj_homicide_other26"
33.23735,"Assault by other means","Fracture of vertebral column","male",2013,"inj_homicide_other27"
7.115407,"Assault by other means","Fracture of face bone","male",2013,"inj_homicide_other28"
10.07312,"Assault by other means","Fracture of radius or ulna","male",2013,"inj_homicide_other29"
