value,source,target,sex,year,id
7960.886,"Adverse effects of medical treatment","Complications of medical treatment","female",2010,"inj_medical1"
4.506968,"Assault by firearm","Spinal cord lesion at neck level","female",2010,"inj_homicide_gun1"
18.35584,"Assault by firearm","Poisoning","female",2010,"inj_homicide_gun2"
.0973604,"Assault by firearm","Fracture of face bone","female",2010,"inj_homicide_gun3"
.8624871,"Assault by firearm","Fracture of foot bone","female",2010,"inj_homicide_gun4"
2.163618,"Assault by firearm","Fracture of skull","female",2010,"inj_homicide_gun5"
1.20822,"Assault by firearm","Fracture of hand bone","female",2010,"inj_homicide_gun6"
.0352685,"Assault by firearm","Dislocation of knee","female",2010,"inj_homicide_gun7"
.0506915,"Assault by firearm","Dislocation of hip","female",2010,"inj_homicide_gun8"
.1390555,"Assault by firearm","Environmental factors (e.g. temperature, pressure, electricity)","female",2010,"inj_homicide_gun9"
.0029655,"Assault by firearm","Fracture of sternum or rib(s)","female",2010,"inj_homicide_gun10"
.5742416,"Assault by firearm","Severe chest Injury","female",2010,"inj_homicide_gun11"
.2386625,"Assault by firearm","Burns with <20% total burned surface area","female",2010,"inj_homicide_gun12"
19.45475,"Assault by firearm","Open wound","female",2010,"inj_homicide_gun13"
2.980919,"Assault by firearm","Complications of medical treatment","female",2010,"inj_homicide_gun14"
3.801504,"Assault by firearm","Multiple significant injuries","female",2010,"inj_homicide_gun15"
3.235168,"Assault by firearm","Moderate to severe traumatic brain injury","female",2010,"inj_homicide_gun16"
3.219411,"Assault by firearm","Contusion","female",2010,"inj_homicide_gun17"
.4174808,"Assault by firearm","Other injuries of muscle & tendon and other dislocations","female",2010,"inj_homicide_gun18"
.0399698,"Assault by firearm","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","female",2010,"inj_homicide_gun19"
.0418978,"Assault by firearm","Amputation of finger (excluding thumb)","female",2010,"inj_homicide_gun20"
9.910806,"Assault by firearm","Fracture of patella, tibia, fibula, or ankle","female",2010,"inj_homicide_gun21"
.8549871,"Assault by firearm","Injured nerves","female",2010,"inj_homicide_gun22"
.1997866,"Assault by firearm","Fracture of clavicle, scapula, or humerus","female",2010,"inj_homicide_gun23"
6.711577,"Assault by firearm","Internal hemorrhage in abdomen or pelvis","female",2010,"inj_homicide_gun24"
1.206233,"Assault by firearm","Minor traumatic brain injury","female",2010,"inj_homicide_gun25"
9.96335,"Assault by firearm","Spinal cord lesion below neck level","female",2010,"inj_homicide_gun26"
.0020325,"Assault by firearm","Non-fatal submersion","female",2010,"inj_homicide_gun27"
2.958355,"Assault by firearm","Fracture of neck of femur","female",2010,"inj_homicide_gun28"
3.422718,"Assault by firearm","Fracture of femur, other than femoral neck","female",2010,"inj_homicide_gun29"
.1124525,"Assault by firearm","Dislocation of shoulder","female",2010,"inj_homicide_gun30"
.1300977,"Assault by firearm","Crush injury","female",2010,"inj_homicide_gun31"
3.959373,"Assault by firearm","Fracture of pelvis","female",2010,"inj_homicide_gun32"
.4140646,"Assault by firearm","Fracture of radius or ulna","female",2010,"inj_homicide_gun33"
.3799007,"Assault by firearm","Injury to eyes (including foreign body eye)","female",2010,"inj_homicide_gun34"
12.12279,"Assault by firearm","Fracture of vertebral column","female",2010,"inj_homicide_gun35"
2.358663,"Assault by other means","Environmental factors (e.g. temperature, pressure, electricity)","female",2010,"inj_homicide_other1"
55.90176,"Assault by other means","Poisoning","female",2010,"inj_homicide_other2"
5.263956,"Assault by other means","Fracture of pelvis","female",2010,"inj_homicide_other3"
.0323548,"Assault by other means","Amputation of finger (excluding thumb)","female",2010,"inj_homicide_other4"
1.983856,"Assault by other means","Injury to eyes (including foreign body eye)","female",2010,"inj_homicide_other5"
2.656091,"Assault by other means","Dislocation of shoulder","female",2010,"inj_homicide_other6"
5.087373,"Assault by other means","Fracture of radius or ulna","female",2010,"inj_homicide_other7"
25.52637,"Assault by other means","Complications of medical treatment","female",2010,"inj_homicide_other8"
78.11363,"Assault by other means","Multiple significant injuries","female",2010,"inj_homicide_other9"
13.61274,"Assault by other means","Fracture of femur, other than femoral neck","female",2010,"inj_homicide_other10"
.1548938,"Assault by other means","Dislocation of knee","female",2010,"inj_homicide_other11"
14.31972,"Assault by other means","Fracture of hand bone","female",2010,"inj_homicide_other12"
.6483141,"Assault by other means","Crush injury","female",2010,"inj_homicide_other13"
4.040305,"Assault by other means","Other injuries of muscle & tendon and other dislocations","female",2010,"inj_homicide_other14"
2.771003,"Assault by other means","Injured nerves","female",2010,"inj_homicide_other15"
7.652898,"Assault by other means","Burns with <20% total burned surface area","female",2010,"inj_homicide_other16"
.5816905,"Assault by other means","Dislocation of hip","female",2010,"inj_homicide_other17"
17.71477,"Assault by other means","Minor traumatic brain injury","female",2010,"inj_homicide_other18"
29.76653,"Assault by other means","Contusion","female",2010,"inj_homicide_other19"
12.98437,"Assault by other means","Internal hemorrhage in abdomen or pelvis","female",2010,"inj_homicide_other20"
30.4057,"Assault by other means","Fracture of patella, tibia, fibula, or ankle","female",2010,"inj_homicide_other21"
26.05165,"Assault by other means","Moderate to severe traumatic brain injury","female",2010,"inj_homicide_other22"
